Date,Open,High,Low,Close,Volume,Market Cap,Year,Month
2016-01-02,0.005957,0.006079,0.005933,0.006065,278539.0,199767000.0,2016,1
2016-01-03,0.006066,0.00607,0.005988,0.006017,291723.0,203442000.0,2016,1
2016-01-04,0.006019,0.006059,0.005953,0.005958,310820.0,201852000.0,2016,1
2016-01-05,0.005954,0.006044,0.005953,0.006044,381554.0,199673000.0,2016,1
2016-01-06,0.006044,0.006044,0.005983,0.006003,316235.0,202699000.0,2016,1
2016-01-07,0.005998,0.00609,0.005998,0.006039,426048.0,201168000.0,2016,1
2016-01-08,0.00604,0.006055,0.005905,0.005933,288641.0,202573000.0,2016,1
2016-01-09,0.005937,0.006005,0.005933,0.005982,310336.0,199105000.0,2016,1
2016-01-10,0.005982,0.005999,0.005931,0.005956,195011.0,200625000.0,2016,1
2016-01-11,0.005963,0.00597,0.005892,0.005895,216286.0,199979000.0,2016,1
2016-01-12,0.005892,0.005897,0.005854,0.005854,310414.0,197609000.0,2016,1
2016-01-13,0.005836,0.005836,0.005753,0.005794,497284.0,195725000.0,2016,1
2016-01-14,0.005795,0.005802,0.005526,0.005529,849371.0,194348000.0,2016,1
2016-01-15,0.005528,0.005528,0.005229,0.005229,441054.0,185409000.0,2016,1
2016-01-16,0.005221,0.005274,0.005072,0.005112,304209.0,175087000.0,2016,1
2016-01-17,0.00511,0.005285,0.005011,0.005266,473175.0,171385000.0,2016,1
2016-01-18,0.00527,0.005416,0.005268,0.005326,514295.0,176733000.0,2016,1
2016-01-19,0.00533,0.00533,0.005262,0.005271,226472.0,178768000.0,2016,1
2016-01-20,0.005271,0.005394,0.005178,0.005381,722260.0,176780000.0,2016,1
2016-01-21,0.00537,0.005385,0.005305,0.005313,344950.0,180099000.0,2016,1
2016-01-22,0.005314,0.005314,0.005093,0.005114,355595.0,178216000.0,2016,1
2016-01-23,0.005109,0.005192,0.005109,0.00512,310286.0,171359000.0,2016,1
2016-01-24,0.005121,0.005237,0.005119,0.005219,341789.0,171732000.0,2016,1
2016-01-25,0.005218,0.005218,0.005064,0.005135,412095.0,175004000.0,2016,1
2016-01-26,0.005138,0.005477,0.005125,0.005419,904781.0,174267000.0,2016,1
2016-01-27,0.005408,0.006571,0.005408,0.006506,2544770.0,183452000.0,2016,1
2016-01-28,0.006507,0.006507,0.00609,0.006226,2203940.0,220723000.0,2016,1
2016-01-29,0.006228,0.006906,0.005922,0.00684,2895430.0,211267000.0,2016,1
2016-01-30,0.006824,0.007001,0.006612,0.006634,1233320.0,231467000.0,2016,1
2016-01-31,0.006631,0.006638,0.006359,0.006399,977856.0,224910000.0,2016,1
2016-02-01,0.006398,0.006551,0.006366,0.006542,830380.0,217038000.0,2016,2
2016-02-02,0.006545,0.006791,0.006545,0.006768,809854.0,222021000.0,2016,2
2016-02-03,0.006771,0.006906,0.00676,0.006883,803366.0,229680000.0,2016,2
2016-02-04,0.006882,0.00699,0.006856,0.00697,1174600.0,233436000.0,2016,2
2016-02-05,0.006965,0.007272,0.006958,0.007262,1186010.0,236257000.0,2016,2
2016-02-06,0.007273,0.007922,0.007247,0.007922,1859040.0,246703000.0,2016,2
2016-02-07,0.007924,0.008666,0.007924,0.008338,2460140.0,268772000.0,2016,2
2016-02-08,0.008375,0.008551,0.007959,0.007991,1048160.0,284092000.0,2016,2
2016-02-09,0.007999,0.00802,0.007736,0.007815,866765.0,272709000.0,2016,2
2016-02-10,0.007827,0.007943,0.00782,0.007853,668185.0,266845000.0,2016,2
2016-02-11,0.007857,0.007897,0.00777,0.007815,565522.0,267864000.0,2016,2
2016-02-12,0.007822,0.007979,0.00773,0.007979,816579.0,266665000.0,2016,2
2016-02-13,0.007961,0.008315,0.007937,0.008257,684444.0,271414000.0,2016,2
2016-02-14,0.008263,0.008639,0.008263,0.00859,1144830.0,281700000.0,2016,2
2016-02-15,0.008593,0.008656,0.008559,0.008631,734275.0,292944000.0,2016,2
2016-02-16,0.008631,0.00866,0.008434,0.008451,1012220.0,294233000.0,2016,2
2016-02-17,0.008456,0.008461,0.008113,0.008138,1556320.0,288272000.0,2016,2
2016-02-18,0.008135,0.008135,0.007897,0.007995,854073.0,277344000.0,2016,2
2016-02-19,0.007994,0.008252,0.007994,0.008245,710808.0,272531000.0,2016,2
2016-02-20,0.008253,0.008375,0.00822,0.008253,515312.0,281361000.0,2016,2
2016-02-21,0.008246,0.008282,0.008067,0.0081,472569.0,281117000.0,2016,2
2016-02-22,0.0081,0.0081,0.00804,0.00805,607198.0,276143000.0,2016,2
2016-02-23,0.008055,0.00807,0.007954,0.00797,807140.0,274591000.0,2016,2
2016-02-24,0.007971,0.008077,0.007951,0.008076,473097.0,271745000.0,2016,2
2016-02-25,0.008063,0.008076,0.008015,0.008027,825297.0,274883000.0,2016,2
2016-02-26,0.008025,0.008058,0.008014,0.008058,579986.0,273581000.0,2016,2
2016-02-27,0.008063,0.008077,0.007972,0.007972,417576.0,274882000.0,2016,2
2016-02-28,0.007977,0.007987,0.007854,0.007889,570935.0,271941000.0,2016,2
2016-02-29,0.007895,0.007938,0.007823,0.007923,689215.0,269151000.0,2016,2
2016-03-01,0.007923,0.00802,0.007923,0.008006,738772.0,270088000.0,2016,3
2016-03-02,0.008005,0.008055,0.00798,0.00803,409388.0,272896000.0,2016,3
2016-03-03,0.008028,0.008215,0.007993,0.008162,685240.0,273673000.0,2016,3
2016-03-04,0.008036,0.00822,0.008033,0.008096,567974.0,273954000.0,2016,3
2016-03-05,0.008117,0.008176,0.007824,0.007878,1148690.0,276700000.0,2016,3
